id,ifi,policy_version_id,action,allowed_txn_categories,disallowed_txn_categories,allowed_time_slices,disallowed_time_slices,error_code,created_at,updated_at,_load_ts_ms,category_code,cdc_source_ts_ms,cdc_op
452299,600309,9145152311381934187,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-07 07:38:16.197941+00:00,2023-10-07 07:38:16.197941+00:00,1696664552000,,1696664296205,
452301,600309,6329991413369214904,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-07 07:42:40.248666+00:00,2023-10-07 07:42:40.248666+00:00,1696665066000,,1696664560256,
452302,600309,3875492424231429930,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-07 07:42:45.498064+00:00,2023-10-07 07:42:45.498064+00:00,1696665066000,,1696664565504,
452303,600309,1994809891023853967,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-07 07:46:29.428567+00:00,2023-10-07 07:46:29.428567+00:00,1696665246000,,1696664789436,
452305,600309,1075199856756529049,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-07 07:50:25.071189+00:00,2023-10-07 07:50:25.071189+00:00,1696665246000,,1696665025080,
452309,600309,2611308308808110036,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-07 07:58:53.372210+00:00,2023-10-07 07:58:53.372210+00:00,1696665793000,,1696665533379,
452312,600309,2962237083909683623,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-07 08:03:09.892672+00:00,2023-10-07 08:03:09.892672+00:00,1696666447000,,1696665789898,
452418,600309,8194851038214857915,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 02:07:50.292296+00:00,2023-10-08 02:07:50.292296+00:00,1696731306000,,1696730870325,
452428,600309,2804972370933285613,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 02:22:41.036127+00:00,2023-10-08 02:22:41.036127+00:00,1696732318000,,1696731761042,
452429,600309,3424417673631983566,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 02:26:01.164870+00:00,2023-10-08 02:26:01.164870+00:00,1696732318000,,1696731961174,
452437,600309,1787497992709423300,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 02:29:07.992242+00:00,2023-10-08 02:29:07.992242+00:00,1696732518000,,1696732148002,
452438,600309,7902983765211959282,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 02:29:13.475915+00:00,2023-10-08 02:29:13.475915+00:00,1696732518000,,1696732153482,
452442,600309,295909168174585956,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 02:32:16.251657+00:00,2023-10-08 02:32:16.251657+00:00,1696732725000,,1696732336268,
452460,600309,8278312415524700458,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 02:48:14.953779+00:00,2023-10-08 02:48:14.953779+00:00,1696733721000,,1696733294961,
452463,600309,9200659411703691535,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 02:54:04.389411+00:00,2023-10-08 02:54:04.389411+00:00,1696734200000,,1696733644396,
452473,600309,853104760469681028,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 03:05:04.787630+00:00,2023-10-08 03:05:04.787630+00:00,1696734679000,,1696734304815,
452484,600309,3121075939118487163,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 03:08:30.792946+00:00,2023-10-08 03:08:30.792946+00:00,1696735118000,,1696734510802,
452496,600309,2786749430006373028,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 03:21:12.474719+00:00,2023-10-08 03:21:12.474719+00:00,1696735753000,,1696735272481,
452504,600309,282057660077494514,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 03:30:21.297605+00:00,2023-10-08 03:30:21.297605+00:00,1696736353000,,1696735821303,
452505,600309,270005028395663685,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 03:33:40.491460+00:00,2023-10-08 03:33:40.491460+00:00,1696736462000,,1696736020497,
452520,600309,1228776124848136013,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 03:43:11.108929+00:00,2023-10-08 03:43:11.108929+00:00,1696736942000,,1696736591115,
452523,600309,3978957520724331166,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 03:47:05.159708+00:00,2023-10-08 03:47:05.159708+00:00,1696737106000,,1696736825167,
452525,600309,4529175533904614053,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 03:47:26.691835+00:00,2023-10-08 03:47:26.691835+00:00,1696737106000,,1696736846698,
452526,600309,1303776291643578113,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 03:47:31.910833+00:00,2023-10-08 03:47:31.910833+00:00,1696737106000,,1696736851917,
452536,600309,3110671535552480307,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:02:55.464969+00:00,2023-10-08 04:02:55.464969+00:00,1696738328000,,1696737775470,
452537,600309,2171872987791841586,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:06:20.155355+00:00,2023-10-08 04:06:20.155355+00:00,1696738620000,,1696737980168,
452546,600309,4529172887773148894,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:19:21.609936+00:00,2023-10-08 04:19:21.609936+00:00,1696739301000,,1696738761615,
452550,600309,5878591355838341227,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:23:09.937445+00:00,2023-10-08 04:23:09.937445+00:00,1696739301000,,1696738989943,
452551,600309,2565218475302262665,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:25:54.848445+00:00,2023-10-08 04:25:54.848445+00:00,1696739466000,,1696739154854,
452554,600309,9050697058840823313,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:29:06.130928+00:00,2023-10-08 04:29:06.130928+00:00,1696739627000,,1696739346135,
452555,600309,5563315148994373695,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:32:17.333618+00:00,2023-10-08 04:32:17.333618+00:00,1696739988000,,1696739537341,
452557,600309,8269159287800942010,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:35:34.995752+00:00,2023-10-08 04:35:34.995752+00:00,1696739988000,,1696739735005,
452560,600309,4839839835329888927,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:38:38.866542+00:00,2023-10-08 04:38:38.866542+00:00,1696740180000,,1696739918871,
452566,600309,744795851201401421,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 04:47:50.931874+00:00,2023-10-08 04:47:50.931874+00:00,1696740769000,,1696740470937,
452584,600309,7562136326288356979,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:17:03.611561+00:00,2023-10-08 05:17:03.611561+00:00,1696742529000,,1696742223617,
452589,600309,5156524876454341086,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:22:16.111534+00:00,2023-10-08 05:22:16.111534+00:00,1696743068000,,1696742536118,
452590,600309,1290036153015711637,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:25:32.528832+00:00,2023-10-08 05:25:32.528832+00:00,1696743068000,,1696742732539,
452596,600309,1149419748924912027,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:35:22.012613+00:00,2023-10-08 05:35:22.012613+00:00,1696743603000,,1696743322019,
452598,600309,9068756147665357227,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:38:21.926850+00:00,2023-10-08 05:38:21.926850+00:00,1696743778000,,1696743501932,
452600,600309,6690291298124774374,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:41:27.331296+00:00,2023-10-08 05:41:27.331296+00:00,1696743964000,,1696743687338,
452603,600309,1771020999754568480,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:41:49.028741+00:00,2023-10-08 05:41:49.028741+00:00,1696743964000,,1696743709035,
452608,600309,7486388303310188014,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:50:47.033168+00:00,2023-10-08 05:50:47.033168+00:00,1696744491000,,1696744247041,
452610,600309,32623739964087872,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:54:38.215596+00:00,2023-10-08 05:54:38.215596+00:00,1696744858000,,1696744478222,
452611,600309,659503819291843579,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:54:45.327533+00:00,2023-10-08 05:54:45.327533+00:00,1696744858000,,1696744485334,
452615,600309,8703332420827196814,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:56:21.030105+00:00,2023-10-08 05:56:21.030105+00:00,1696744858000,,1696744581036,
452617,600309,3683804608359878525,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:56:39.416526+00:00,2023-10-08 05:56:39.416526+00:00,1696744858000,,1696744599423,
452618,600309,2074473601050692770,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 05:56:52.765423+00:00,2023-10-08 05:56:52.765423+00:00,1696744858000,,1696744612770,
452622,600309,63660644329495372,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 06:00:58.818540+00:00,2023-10-08 06:00:58.818540+00:00,1696745485000,,1696744858826,
452628,600309,711765972532336827,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 06:10:21.908836+00:00,2023-10-08 06:10:21.908836+00:00,1696745939000,,1696745421915,
452630,600309,4217936616157080623,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 06:13:20.297237+00:00,2023-10-08 06:13:20.297237+00:00,1696745939000,,1696745600303,
452632,600309,9151103603717759439,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 06:14:31.306746+00:00,2023-10-08 06:14:31.306746+00:00,1696745939000,,1696745671326,
452639,600309,2871185746962951373,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 06:23:57.769192+00:00,2023-10-08 06:23:57.769192+00:00,1696746484000,,1696746237775,
452640,600309,4614665756137844988,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 06:27:23.657092+00:00,2023-10-08 06:27:23.657092+00:00,1696746832000,,1696746443664,
452651,600309,6665314405367747025,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 06:47:43.558046+00:00,2023-10-08 06:47:43.558046+00:00,1696747915000,,1696747663563,
452657,600309,973733692245368649,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 06:59:24.939599+00:00,2023-10-08 06:59:24.939599+00:00,1696748734000,,1696748364946,
452659,600309,4056004102674575177,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:03:30.530192+00:00,2023-10-08 07:03:30.530192+00:00,1696748991000,,1696748610535,
452661,600309,3466514129438445728,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:07:14.747911+00:00,2023-10-08 07:07:14.747911+00:00,1696749232000,,1696748834754,
452666,600309,3491683941446133407,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:19:26.778091+00:00,2023-10-08 07:19:26.778091+00:00,1696750035000,,1696749566787,
452667,600309,8740207455544076619,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:19:32.015744+00:00,2023-10-08 07:19:32.015744+00:00,1696750035000,,1696749572034,
452672,600309,5498313513567557803,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:30:51.613875+00:00,2023-10-08 07:30:51.613875+00:00,1696750809000,,1696750251622,
452680,600309,5500298762340815930,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:45:35.902557+00:00,2023-10-08 07:45:35.902557+00:00,1696751523000,,1696751135908,
452682,600309,544132786011484905,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:49:27.107293+00:00,2023-10-08 07:49:27.107293+00:00,1696751693000,,1696751367112,
452683,600309,3122725301848956906,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:49:32.321463+00:00,2023-10-08 07:49:32.321463+00:00,1696751693000,,1696751372327,
452684,600309,1497795110855504768,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:53:06.816823+00:00,2023-10-08 07:53:06.816823+00:00,1696751878000,,1696751586826,
452685,600309,3310415455057732625,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:53:12.025517+00:00,2023-10-08 07:53:12.025517+00:00,1696751878000,,1696751592031,
452687,600309,8718033712262821520,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 07:56:58.415519+00:00,2023-10-08 07:56:58.415519+00:00,1696752062000,,1696751818421,
452688,600309,1123578762229367026,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 08:00:49.517540+00:00,2023-10-08 08:00:49.517540+00:00,1696752605000,,1696752049524,
452693,600309,3272893828140577068,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 08:05:29.964943+00:00,2023-10-08 08:05:29.964943+00:00,1696752605000,,1696752329971,
452697,600309,3939206777045073599,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-08 08:13:31.917607+00:00,2023-10-08 08:13:31.917607+00:00,1696753324000,,1696752811923,
452805,600309,1641490160154892864,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 02:06:13.505312+00:00,2023-10-09 02:06:13.505312+00:00,1696817751000,,1696817173513,
452835,600309,6218622462573889356,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 02:30:53.535147+00:00,2023-10-09 02:30:53.535147+00:00,1696819038000,,1696818653542,
452838,600309,7044245703699051977,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 02:31:22.090276+00:00,2023-10-09 02:31:22.090276+00:00,1696819169000,,1696818682097,
452842,600309,8222277753831752592,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 02:34:46.142552+00:00,2023-10-09 02:34:46.142552+00:00,1696819330000,,1696818886149,
452847,600309,5648033919707302314,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 02:44:36.120032+00:00,2023-10-09 02:44:36.120032+00:00,1696819859000,,1696819476125,
452858,600309,5191676505207083343,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 02:48:09.635752+00:00,2023-10-09 02:48:09.635752+00:00,1696820260000,,1696819689643,
452861,600309,8603218509331332598,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 02:54:14.399990+00:00,2023-10-09 02:54:14.399990+00:00,1696820528000,,1696820054406,
452862,600309,8318061126835147289,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 02:54:19.733963+00:00,2023-10-09 02:54:19.733963+00:00,1696820528000,,1696820059741,
452866,600309,6182545852696175079,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:00:49.565367+00:00,2023-10-09 03:00:49.565367+00:00,1696820967000,,1696820449571,
452882,600309,4873882096705360071,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:10:22.833477+00:00,2023-10-09 03:10:22.833477+00:00,1696821488000,,1696821022839,
452884,600309,1984325524782307680,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:13:00.655964+00:00,2023-10-09 03:13:00.655964+00:00,1696821644000,,1696821180662,
452890,600309,8425700342946495232,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:19:25.293112+00:00,2023-10-09 03:19:25.293112+00:00,1696821970000,,1696821565299,
452896,600309,559736854753723691,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:22:29.677917+00:00,2023-10-09 03:22:29.677917+00:00,1696822185000,,1696821749684,
452897,600309,7291047658311539467,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:23:48.871160+00:00,2023-10-09 03:23:48.871160+00:00,1696822185000,,1696821828877,
452900,600309,8448005322827369271,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:27:22.814141+00:00,2023-10-09 03:27:22.814141+00:00,1696822530000,,1696822042821,
452902,600309,7068898802174572107,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:30:36.078289+00:00,2023-10-09 03:30:36.078289+00:00,1696822673000,,1696822236084,
452918,600309,1367050686204920168,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:43:05.268510+00:00,2023-10-09 03:43:05.268510+00:00,1696823442000,,1696822985274,
452925,600309,3047456675927029655,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:55:55.323387+00:00,2023-10-09 03:55:55.323387+00:00,1696824230000,,1696823755331,
452926,600309,241885977471186277,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:56:00.616956+00:00,2023-10-09 03:56:00.616956+00:00,1696824230000,,1696823760622,
452928,600309,3360913951044380312,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:59:21.422102+00:00,2023-10-09 03:59:21.422102+00:00,1696824666000,,1696823961428,
452929,600309,6990526919807221190,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:03:05.636999+00:00,2023-10-09 04:03:05.636999+00:00,1696824666000,,1696824185645,
452933,600309,7580130543161889273,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:09:05.680464+00:00,2023-10-09 04:09:05.680464+00:00,1696824979000,,1696824545686,
452935,600309,2922547260682737850,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:10:30.653338+00:00,2023-10-09 04:10:30.653338+00:00,1696825230000,,1696824630662,
452944,600309,5483258131546082266,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:19:23.127247+00:00,2023-10-09 04:19:23.127247+00:00,1696825597000,,1696825163134,
452946,600309,5096300368979792480,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:22:49.775874+00:00,2023-10-09 04:22:49.775874+00:00,1696825747000,,1696825369783,
452948,600309,3887906621507622737,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:25:45.653050+00:00,2023-10-09 04:25:45.653050+00:00,1696825935000,,1696825545659,
452899,600309,1895305430633034855,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:27:03.113041+00:00,2023-10-09 03:27:03.113041+00:00,1696822530000,,1696822023122,
452913,600309,4986575258938416991,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:39:59.565705+00:00,2023-10-09 03:39:59.565705+00:00,1696823305000,,1696822799572,
452920,600309,2034898226176718962,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:46:16.444196+00:00,2023-10-09 03:46:16.444196+00:00,1696823549000,,1696823176450,
452922,600309,163116368704180348,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:49:45.389805+00:00,2023-10-09 03:49:45.389805+00:00,1696823736000,,1696823385397,
452924,600309,8878295384684939032,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 03:52:55.810134+00:00,2023-10-09 03:52:55.810134+00:00,1696823925000,,1696823575816,
452930,600309,4746541280977957203,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:03:10.847446+00:00,2023-10-09 04:03:10.847446+00:00,1696824666000,,1696824190853,
452934,600309,3084196707340264797,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:09:10.950101+00:00,2023-10-09 04:09:10.950101+00:00,1696824979000,,1696824550956,
452939,600309,1710585697401922463,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:13:07.167608+00:00,2023-10-09 04:13:07.167608+00:00,1696825230000,,1696824787174,
452940,600309,3083672439974072601,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:13:12.469755+00:00,2023-10-09 04:13:12.469755+00:00,1696825230000,,1696824792474,
452942,600309,9083867413572972380,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:16:01.616144+00:00,2023-10-09 04:16:01.616144+00:00,1696825445000,,1696824961623,
452945,600309,3648695759822680303,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:22:42.974542+00:00,2023-10-09 04:22:42.974542+00:00,1696825747000,,1696825362982,
452947,600309,7608272604687972192,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:25:40.393030+00:00,2023-10-09 04:25:40.393030+00:00,1696825935000,,1696825540403,
452949,600309,122849641849961745,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:26:08.971514+00:00,2023-10-09 04:26:08.971514+00:00,1696825935000,,1696825568977,
452950,600309,7913776285808994063,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:26:14.168887+00:00,2023-10-09 04:26:14.168887+00:00,1696825935000,,1696825574174,
452956,600309,6070463279121683164,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:32:37.571960+00:00,2023-10-09 04:32:37.571960+00:00,1696826281000,,1696825957578,
452960,600309,6160915074237748641,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:38:42.341098+00:00,2023-10-09 04:38:42.341098+00:00,1696826614000,,1696826322346,
452962,600309,8804215357716864107,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 04:42:05.375613+00:00,2023-10-09 04:42:05.375613+00:00,1696827011000,,1696826525382,
452974,600309,6978119377159819090,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:01:18.451912+00:00,2023-10-09 05:01:18.451912+00:00,1696828200000,,1696827678457,
452977,600309,5768431447025922462,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:07:07.650501+00:00,2023-10-09 05:07:07.650501+00:00,1696828505000,,1696828027660,
452978,600309,4924894434061241793,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:07:12.868414+00:00,2023-10-09 05:07:12.868414+00:00,1696828505000,,1696828032873,
452985,600309,3904075078470512014,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:13:55.080133+00:00,2023-10-09 05:13:55.080133+00:00,1696828787000,,1696828435088,
452987,600309,49491603162355468,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:17:43.428819+00:00,2023-10-09 05:17:43.428819+00:00,1696828950000,,1696828663436,
452988,600309,8977447467216719928,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:17:48.872336+00:00,2023-10-09 05:17:48.872336+00:00,1696828950000,,1696828668878,
452989,600309,633096904542814846,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:21:04.153695+00:00,2023-10-09 05:21:04.153695+00:00,1696829382000,,1696828864164,
453003,600309,7771845066180336339,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:40:28.869462+00:00,2023-10-09 05:40:28.869462+00:00,1696830527000,,1696830028876,
453006,600309,975956758777088993,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:43:53.229841+00:00,2023-10-09 05:43:53.229841+00:00,1696830732000,,1696830233236,
453014,600309,1890870512847179580,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:56:12.064546+00:00,2023-10-09 05:56:12.064546+00:00,1696831444000,,1696830972072,
453015,600309,8641094571752724275,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:56:17.316919+00:00,2023-10-09 05:56:17.316919+00:00,1696831444000,,1696830977322,
453017,600309,6558776612829870453,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 05:59:49.217536+00:00,2023-10-09 05:59:49.217536+00:00,1696831672000,,1696831189223,
453019,600309,7361108649265859246,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 06:03:23.217209+00:00,2023-10-09 06:03:23.217209+00:00,1696831909000,,1696831403223,
453026,600309,4394954833612186958,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 06:12:58.213225+00:00,2023-10-09 06:12:58.213225+00:00,1696832409000,,1696831978221,
453047,600309,6631414362264260881,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 06:34:40.054408+00:00,2023-10-09 06:34:40.054408+00:00,1696833761000,,1696833280062,
453048,600309,8601143710183815067,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 06:38:00.216635+00:00,2023-10-09 06:38:00.216635+00:00,1696833897000,,1696833480225,
453055,600309,6413729021524829869,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 06:46:44.067684+00:00,2023-10-09 06:46:44.067684+00:00,1696834547000,,1696834004072,
453058,600309,3393808581349487498,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 06:53:26.143081+00:00,2023-10-09 06:53:26.143081+00:00,1696835154000,,1696834406150,
453060,600309,1578533739426218788,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 06:54:49.362627+00:00,2023-10-09 06:54:49.362627+00:00,1696835154000,,1696834489368,
453063,600309,171495843500546707,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 06:57:57.056508+00:00,2023-10-09 06:57:57.056508+00:00,1696835154000,,1696834677064,
453064,600309,2533676577129554708,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 07:01:05.985215+00:00,2023-10-09 07:01:05.985215+00:00,1696835355000,,1696834865992,
453065,600309,8214560731487367808,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 07:01:11.390045+00:00,2023-10-09 07:01:11.390045+00:00,1696835355000,,1696834871396,
453067,600309,2571572193327782975,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 07:04:24.129795+00:00,2023-10-09 07:04:24.129795+00:00,1696835516000,,1696835064135,
453068,600309,8917805864720672156,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 07:08:08.034075+00:00,2023-10-09 07:08:08.034075+00:00,1696835516000,,1696835288040,
453074,600309,4407068756300805096,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 07:16:06.523975+00:00,2023-10-09 07:16:06.523975+00:00,1696836206000,,1696835766528,
453077,600309,7124756824995732662,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 07:22:46.629621+00:00,2023-10-09 07:22:46.629621+00:00,1696836768000,,1696836166636,
453078,600309,8195310471374510146,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-09 07:22:51.921207+00:00,2023-10-09 07:22:51.921207+00:00,1696836768000,,1696836171926,
