id,tenant_id,sequence_number,start_cbu_sequence_number,end_cbu_sequence_number,status,cycle_id,clock_id,calendar_id,attributes,created_at,modified_at,start_time,next_period_start_time,_load_ts_ms,cdc_source_ts_ms,live_processing_state,phase_transition_history,cdc_op
846632581655513671,140793,366,366,366,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:49:01.159773+00:00,2023-06-20 15:19:22.825348+00:00,2020-12-30 18:30:00+00:00,2020-12-31 18:30:00+00:00,1687936211000,1687774715898,,,
847948169250208169,140793,333,333,333,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:49:00.751327+00:00,2023-06-19 07:24:51.587655+00:00,2020-11-27 18:30:00+00:00,2020-11-28 18:30:00+00:00,1687936211000,1687774716000,,,
869421771716607695,140793,45,45,45,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-02-02 17:19:18.392822+00:00,2010-02-13 18:30:00+00:00,2010-02-14 18:30:00+00:00,1687936211000,1687774716145,,,
887591317856022069,140793,112,112,112,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:54.239164+00:00,2023-01-30 12:59:59.848945+00:00,2020-04-20 18:30:00+00:00,2020-04-21 18:30:00+00:00,1687936211000,1687774716217,,,
900614871650623288,140793,152,152,152,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,,1970-01-01 00:00:00+00:00,2023-07-11 11:17:49.015747+00:00,2010-05-31 18:30:00+00:00,2010-06-01 18:30:00+00:00,1689075570000,1689074269025,,,
907305648330446955,140793,40,40,40,CLOSED,4601032047770235408,2798463839934780145,3945303092666725431,,1970-01-01 00:00:00+00:00,2023-05-05 06:40:05.746739+00:00,2020-02-08 18:30:00+00:00,2020-02-09 18:30:00+00:00,1687936211000,1687774716460,,,
911853123309539627,140793,146,146,146,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-08-23 20:11:44.416876+00:00,2020-05-24 18:30:00+00:00,2020-05-25 18:30:00+00:00,1692821689000,1692821504417,,,
934350395747514064,140793,110,110,110,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,,1970-01-01 00:00:00+00:00,2023-05-22 07:28:56.543321+00:00,2010-04-19 18:30:00+00:00,2010-04-20 18:30:00+00:00,1687936211000,1687774716858,,,
970476492446908888,140793,191,191,191,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,"""null""",1970-01-01 00:00:00+00:00,2023-08-16 13:21:20.758079+00:00,2010-07-09 18:30:00+00:00,2010-07-10 18:30:00+00:00,1692343070000,1692192080759,,,
977205543834743050,140793,211,211,211,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-11-03 06:19:23.072439+00:00,2020-07-28 18:30:00+00:00,2020-07-29 18:30:00+00:00,1698992865000,1698992363073,CUTOFF,"{""BOFI"":{""endTime"":1698664975770,""startTime"":1698664805246},""BOPI"":{""endTime"":1698664805246,""startTime"":1698664653728},""EOFI"":{""endTime"":1698992362855,""startTime"":1698991845613},""EOPI"":{""endTime"":1698991845613,""startTime"":1698922680260},""ACTIVE"":{""endTime"":1698922680260,""startTime"":1698664975770},""CLOSED"":{""endTime"":1698992362855,""startTime"":1698992362855},""INACTIVE"":{""endTime"":1698664653728,""startTime"":1698664653728}}",
994599823932403316,140793,119,119,119,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-04-14 10:28:50.600845+00:00,2010-04-28 18:30:00+00:00,2010-04-29 18:30:00+00:00,1687936211000,1687774717370,,,
1013356476747754662,600309,10,10,10,CLOSED,2215037967898677601,6364158519749456664,4859574584421702256,"""null""",1970-01-01 00:00:00+00:00,2023-09-21 11:18:08.643959+00:00,2023-01-10 08:00:00+00:00,2023-01-11 08:00:00+00:00,1695295292000,1695295088645,CUTOFF,,
1047031805224155675,140793,119,119,119,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:54.521113+00:00,2023-01-30 12:59:59.848945+00:00,2020-04-27 18:30:00+00:00,2020-04-28 18:30:00+00:00,1687936211000,1687774717871,,,
1061528499647835276,140793,392,392,392,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:49:01.543595+00:00,2023-06-28 13:58:29.052810+00:00,2021-01-25 18:30:00+00:00,2021-01-26 18:30:00+00:00,1687961503000,1687960709053,,,
1063827410772280831,140793,370,370,370,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:49:01.253559+00:00,2023-06-21 06:36:23.441527+00:00,2021-01-03 18:30:00+00:00,2021-01-04 18:30:00+00:00,1687936211000,1687774718024,,,
1092506200814094294,140793,26,26,26,CLOSED,4601032047770235408,2798463839934780145,3945303092666725431,,1970-01-01 00:00:00+00:00,2023-04-13 12:10:11.048803+00:00,2020-01-25 18:30:00+00:00,2020-01-26 18:30:00+00:00,1687936211000,1687774718220,,,
1125076747333627445,140793,213,213,213,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-11-04 18:50:23.762188+00:00,2020-07-30 18:30:00+00:00,2020-07-31 18:30:00+00:00,1699124050000,1699123823762,CUTOFF,"{""BOFI"":{""endTime"":1698995722292,""startTime"":1698995617266},""BOPI"":{""endTime"":1698995617266,""startTime"":1698995543255},""EOFI"":{""endTime"":1699123823528,""startTime"":1699123537078},""EOPI"":{""endTime"":1699123537078,""startTime"":1698998606750},""ACTIVE"":{""endTime"":1698998606750,""startTime"":1698995722292},""CLOSED"":{""endTime"":1699123823528,""startTime"":1699123823528},""INACTIVE"":{""endTime"":1698995543255,""startTime"":1698995543255}}",
1139535463690180700,140793,29,29,29,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,,1970-01-01 00:00:00+00:00,2023-04-24 12:47:46.228712+00:00,2020-01-28 18:30:00+00:00,2020-01-29 18:30:00+00:00,1687936211000,1687774718608,,,
1028626805139550663,140793,384,384,384,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:49:01.452940+00:00,2023-06-27 07:41:01.267042+00:00,2021-01-17 18:30:00+00:00,2021-01-18 18:30:00+00:00,1687936211000,1687851661271,,,
1033340231078183329,140793,33,33,33,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,,1970-01-01 00:00:00+00:00,2023-04-25 10:08:39.153797+00:00,2020-02-01 18:30:00+00:00,2020-02-02 18:30:00+00:00,1687936211000,1687774717725,,,
1048741770150859563,140793,74,74,74,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-03-14 17:01:58.501533+00:00,2010-03-14 18:30:00+00:00,2010-03-15 18:30:00+00:00,1687936211000,1687774717874,,,
1075717242701802262,600309,25,25,25,CLOSED,2215037967898677601,6364158519749456664,4859574584421702256,"""null""",1970-01-01 00:00:00+00:00,2023-09-21 12:23:33.467972+00:00,2023-01-25 08:00:00+00:00,2023-01-26 08:00:00+00:00,1695299188000,1695299013468,CUTOFF,,
1107980883484619887,140793,53,53,53,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-02-04 08:14:25.571328+00:00,2010-02-21 18:30:00+00:00,2010-02-22 18:30:00+00:00,1687936211000,1687774718375,,,
1127199180845291553,140793,232,232,232,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-11-14 08:56:57.355448+00:00,2020-08-18 18:30:00+00:00,2020-08-19 18:30:00+00:00,1699952647000,1699952217356,CUTOFF,"{""BOFI"":{""endTime"":1699951098257,""startTime"":1699950554133},""BOPI"":{""endTime"":1699950554133,""startTime"":1699950191356},""EOFI"":{""endTime"":1699952217129,""startTime"":1699951672796},""EOPI"":{""endTime"":1699951672796,""startTime"":1699951129546},""ACTIVE"":{""endTime"":1699951129546,""startTime"":1699951098257},""CLOSED"":{""endTime"":1699952217129,""startTime"":1699952217129},""INACTIVE"":{""endTime"":1699950191356,""startTime"":1699950191356}}",
1151114479589373450,140793,266,266,266,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:59.280394+00:00,2023-05-23 05:15:11.407561+00:00,2020-09-21 18:30:00+00:00,2020-09-22 18:30:00+00:00,1687936211000,1687774718794,,,
1153000443227816531,140793,146,146,146,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:55.944512+00:00,2023-04-26 11:28:17.256052+00:00,2020-05-24 18:30:00+00:00,2020-05-25 18:30:00+00:00,1687936211000,1687774718835,,,
1183411450298426517,140793,40,40,40,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:49.911048+00:00,2023-01-30 12:59:59.848945+00:00,2020-02-08 18:30:00+00:00,2020-02-09 18:30:00+00:00,1687936211000,1687774719157,,,
1273984635790199714,140793,216,216,216,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-11-10 14:25:55.589729+00:00,2020-08-02 18:30:00+00:00,2020-08-03 18:30:00+00:00,1699645557000,1699626355590,CUTOFF,"{""BOFI"":{""endTime"":1699623605004,""startTime"":1699360646809},""BOPI"":{""endTime"":1699360646809,""startTime"":1699359262389},""EOFI"":{""endTime"":1699626355353,""startTime"":1699626000648},""EOPI"":{""endTime"":1699626000648,""startTime"":1699623794402},""ACTIVE"":{""endTime"":1699623794402,""startTime"":1699623605004},""CLOSED"":{""endTime"":1699626355353,""startTime"":1699626355353},""INACTIVE"":{""endTime"":1699359262389,""startTime"":1699359262389}}",
1274028668656941283,140793,149,149,149,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:55.999932+00:00,2023-04-27 07:18:12.472337+00:00,2020-05-27 18:30:00+00:00,2020-05-28 18:30:00+00:00,1687936211000,1687774720014,,,
1288110429232196557,140793,192,192,192,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-06-05 11:28:14.620437+00:00,2010-07-10 18:30:00+00:00,2010-07-11 18:30:00+00:00,1687936211000,1687774720053,,,
1303624118907162473,140793,252,252,252,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:58.946005+00:00,2023-05-22 16:09:53.132350+00:00,2020-09-07 18:30:00+00:00,2020-09-08 18:30:00+00:00,1687936211000,1687774720237,,,
1318050574729950730,140793,90,90,90,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,,1970-01-01 00:00:00+00:00,2023-06-17 04:41:21.442470+00:00,2020-03-29 18:30:00+00:00,2020-03-30 18:30:00+00:00,1687936211000,1687774720410,,,
1332333335370032016,140793,430,430,430,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,"""null""",2022-08-18 10:49:02.205242+00:00,2023-09-12 10:08:39.601970+00:00,2021-03-04 18:30:00+00:00,2021-03-05 18:30:00+00:00,1694513470000,1694513319602,CUTOFF,,
1381225389821660660,140793,218,218,218,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:58.064920+00:00,2023-05-20 18:08:44.397647+00:00,2020-08-04 18:30:00+00:00,2020-08-05 18:30:00+00:00,1687936211000,1687774721151,,,
1382432141598686711,140793,52,52,52,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-02-04 07:05:01.145826+00:00,2010-02-20 18:30:00+00:00,2010-02-21 18:30:00+00:00,1687936211000,1687774721154,,,
1387329119802575082,140793,200,200,200,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-10-25 12:32:40.737932+00:00,2020-07-17 18:30:00+00:00,2020-07-18 18:30:00+00:00,1698242135000,1698237160738,CUTOFF,"{""BOFI"":{""endTime"":1698231915036,""startTime"":1698230422872},""BOPI"":{""endTime"":1698230422872,""startTime"":1698230301991},""EOFI"":{""endTime"":1698237160349,""startTime"":1698236784233},""EOPI"":{""endTime"":1698236784233,""startTime"":1698236499202},""ACTIVE"":{""endTime"":1698236499202,""startTime"":1698231915036},""CLOSED"":{""endTime"":1698237160349,""startTime"":1698237160349},""INACTIVE"":{""endTime"":1698230301991,""startTime"":1698230301991}}",
1393892875540682266,140793,114,114,114,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-04-12 17:39:32.444662+00:00,2010-04-23 18:30:00+00:00,2010-04-24 18:30:00+00:00,1687936211000,1687774721198,,,
1426370918628296423,140793,31,31,31,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:49.062898+00:00,2023-01-30 12:59:59.848945+00:00,2020-01-30 18:30:00+00:00,2020-01-31 18:30:00+00:00,1687936211000,1687774721600,,,
1434553361098703896,140793,215,215,215,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:57.943060+00:00,2023-05-20 17:04:31.135579+00:00,2020-08-01 18:30:00+00:00,2020-08-02 18:30:00+00:00,1687936211000,1687774721618,,,
1437797754276872408,140793,214,214,214,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,"""null""",1970-01-01 00:00:00+00:00,2023-08-25 08:34:21.640741+00:00,2010-08-01 18:30:00+00:00,2010-08-02 18:30:00+00:00,1692952853000,1692952461645,,,
1454076759721933779,140793,44,44,44,CLOSED,4601032047770235408,2798463839934780145,3945303092666725431,,1970-01-01 00:00:00+00:00,2023-05-09 13:32:40.007231+00:00,2020-02-12 18:30:00+00:00,2020-02-13 18:30:00+00:00,1687936211000,1687774721822,,,
1464209088052831875,140793,63,63,63,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,,1970-01-01 00:00:00+00:00,2023-05-06 11:30:26.442242+00:00,2020-03-02 18:30:00+00:00,2020-03-03 18:30:00+00:00,1687936211000,1687774722017,,,
1472957212764239407,140793,68,68,68,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-03-14 11:42:10.625498+00:00,2010-03-08 18:30:00+00:00,2010-03-09 18:30:00+00:00,1687936211000,1687774722034,,,
1496661890339699720,140793,84,84,84,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-03-27 07:06:44.319647+00:00,2010-03-24 18:30:00+00:00,2010-03-25 18:30:00+00:00,1687936211000,1687774722315,,,
1588538228872220681,140793,226,226,226,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:58.355841+00:00,2023-05-21 06:17:38.619879+00:00,2020-08-12 18:30:00+00:00,2020-08-13 18:30:00+00:00,1687936211000,1687774723687,,,
1614249929304291872,140793,139,139,139,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-08-23 12:48:51.515431+00:00,2020-05-17 18:30:00+00:00,2020-05-18 18:30:00+00:00,1692795386000,1692794931516,,,
1681878092038667725,140793,132,132,132,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:54.943737+00:00,2023-04-03 10:06:20.848227+00:00,2020-05-10 18:30:00+00:00,2020-05-11 18:30:00+00:00,1687936211000,1687774724769,,,
1699849357384773588,140793,175,175,175,CLOSED,4601032047770235408,2798463839934780145,3945303092666725431,,1970-01-01 00:00:00+00:00,2023-07-20 17:48:31.633696+00:00,2020-06-22 18:30:00+00:00,2020-06-23 18:30:00+00:00,1689934845000,1689875311667,,,
1746186130123500006,140793,40,40,40,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,,1970-01-01 00:00:00+00:00,2023-03-16 13:30:49.556208+00:00,2010-02-08 18:30:00+00:00,2010-02-09 18:30:00+00:00,1687936211000,1687774725504,,,
1750035208863277096,140793,64,64,64,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:51.342079+00:00,2023-01-30 12:59:59.848945+00:00,2020-03-03 18:30:00+00:00,2020-03-04 18:30:00+00:00,1687936211000,1687774725512,,,
1756322251715560787,600309,5,5,5,CLOSED,2215037967898677601,6364158519749456664,4859574584421702256,"""null""",1970-01-01 00:00:00+00:00,2023-09-21 10:38:14.989776+00:00,2023-01-05 08:00:00+00:00,2023-01-06 08:00:00+00:00,1695292969000,1695292694996,CUTOFF,,
1798098654948362852,140793,153,153,153,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-04-24 08:24:37.336765+00:00,2010-06-01 18:30:00+00:00,2010-06-02 18:30:00+00:00,1687936211000,1687774725980,,,
1859397142459806129,140793,122,122,122,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,,1970-01-01 00:00:00+00:00,2023-07-26 06:03:52.867122+00:00,2020-04-30 18:30:00+00:00,2020-05-01 18:30:00+00:00,1690379972000,1690351432867,,,
1903967115437066565,140793,56,56,56,CLOSED,4601032047770235408,2798463839934780145,3945303092666725431,,1970-01-01 00:00:00+00:00,2023-05-19 12:10:52.459738+00:00,2020-02-24 18:30:00+00:00,2020-02-25 18:30:00+00:00,1687936211000,1687774727160,,,
1911295860070901685,140793,17,17,17,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:47.151958+00:00,2023-01-30 12:59:59.848945+00:00,2020-01-16 18:30:00+00:00,2020-01-17 18:30:00+00:00,1687936211000,1687774727367,,,
1969586582034899062,140793,130,130,130,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-08-20 04:03:39.034267+00:00,2020-05-08 18:30:00+00:00,2020-05-09 18:30:00+00:00,1692504506000,1692504219062,,,
1971760427864490300,140793,291,291,291,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:59.843363+00:00,2023-06-05 12:40:41.779907+00:00,2020-10-16 18:30:00+00:00,2020-10-17 18:30:00+00:00,1687936211000,1687774727893,,,
1997369671799976946,140793,12,12,12,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:46.640431+00:00,2023-01-30 12:59:59.848945+00:00,2020-01-11 18:30:00+00:00,2020-01-12 18:30:00+00:00,1687936211000,1687774728360,,,
2036182466591499457,140793,78,78,78,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-03-16 08:23:32.984849+00:00,2010-03-18 18:30:00+00:00,2010-03-19 18:30:00+00:00,1687936211000,1687774728642,,,
2037562639271082402,140793,117,117,117,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:54.510734+00:00,2023-01-30 12:59:59.848945+00:00,2020-04-25 18:30:00+00:00,2020-04-26 18:30:00+00:00,1687936211000,1687774728854,,,
2052269624139491751,140793,202,202,202,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-07-03 11:01:46.676036+00:00,2010-07-20 18:30:00+00:00,2010-07-21 18:30:00+00:00,1688383025000,1688382106676,,,
2077495025351565838,600309,30,30,30,CLOSED,2215037967898677601,6364158519749456664,4859574584421702256,"""null""",1970-01-01 00:00:00+00:00,2023-09-21 12:42:22.620280+00:00,2023-01-30 08:00:00+00:00,2023-01-31 08:00:00+00:00,1695300383000,1695300142620,CUTOFF,,
2083340948575145900,600309,8,8,8,CLOSED,2215037967898677601,6364158519749456664,4859574584421702256,"""null""",1970-01-01 00:00:00+00:00,2023-09-21 11:04:55.655864+00:00,2023-01-08 08:00:00+00:00,2023-01-09 08:00:00+00:00,1695294634000,1695294295656,CUTOFF,,
2098382018913077273,140793,302,302,302,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:49:00.177528+00:00,2023-06-05 18:32:59.213949+00:00,2020-10-27 18:30:00+00:00,2020-10-28 18:30:00+00:00,1687936211000,1687774729431,,,
2108491275674667194,140793,29,29,29,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,,1970-01-01 00:00:00+00:00,2023-01-30 12:59:59.848945+00:00,2010-01-28 18:30:00+00:00,2010-01-29 18:30:00+00:00,1687936211000,1687774729669,,,
1032033697900062591,140793,95,95,95,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:53.338842+00:00,2023-01-30 12:59:59.848945+00:00,2020-04-03 18:30:00+00:00,2020-04-04 18:30:00+00:00,1687936211000,1687774717723,,,
1039224741617972827,140793,73,73,73,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,,1970-01-01 00:00:00+00:00,2023-05-11 13:24:26.708464+00:00,2020-03-12 18:30:00+00:00,2020-03-13 18:30:00+00:00,1687936211000,1687774717854,,,
1042247166111876540,140793,27,27,27,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-01-30 12:59:59.848945+00:00,2010-01-26 18:30:00+00:00,2010-01-27 18:30:00+00:00,1687936211000,1687774717860,,,
1069052991411096822,140793,85,85,85,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,,1970-01-01 00:00:00+00:00,2023-04-25 06:45:42.316865+00:00,2010-03-25 18:30:00+00:00,2010-03-26 18:30:00+00:00,1687936211000,1687774718035,,,
1072597903611760599,140793,59,59,59,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-03-07 08:04:53.333672+00:00,2010-02-27 18:30:00+00:00,2010-02-28 18:30:00+00:00,1687936211000,1687774718043,,,
1087128774697513180,140793,79,79,79,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:52.061911+00:00,2023-01-30 12:59:59.848945+00:00,2020-03-18 18:30:00+00:00,2020-03-19 18:30:00+00:00,1687936211000,1687774718209,,,
1117623424365141135,140793,266,266,266,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,"""null""",1970-01-01 00:00:00+00:00,2023-10-31 09:37:54.166755+00:00,2010-09-22 18:30:00+00:00,2010-09-23 18:30:00+00:00,1698745623000,1698745074167,CUTOFF,"{""BOFI"":{""endTime"":1698517871391,""startTime"":1698517688603},""BOPI"":{""endTime"":1698517688603,""startTime"":1698517457342},""EOFI"":{""endTime"":1698745073539,""startTime"":1698744647620},""EOPI"":{""endTime"":1698744647620,""startTime"":1698653042540},""ACTIVE"":{""endTime"":1698653042540,""startTime"":1698517871391},""CLOSED"":{""endTime"":1698745073539,""startTime"":1698745073539},""INACTIVE"":{""endTime"":1698517457342,""startTime"":1698517457341}}",
1119162043301474158,140793,90,90,90,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:52.874086+00:00,2023-01-30 12:59:59.848945+00:00,2020-03-29 18:30:00+00:00,2020-03-30 18:30:00+00:00,1687936211000,1687774718399,,,
1157908532099098254,140793,164,164,164,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-04-27 14:47:45.563279+00:00,2010-06-12 18:30:00+00:00,2010-06-13 18:30:00+00:00,1687936211000,1687774718849,,,
1189146419428654258,140793,97,97,97,CLOSED,4601032047770235408,2798463839934780145,3945303092666725431,,1970-01-01 00:00:00+00:00,2023-06-14 14:18:16.544095+00:00,2020-04-05 18:30:00+00:00,2020-04-06 18:30:00+00:00,1687936211000,1687774719302,,,
1213846548187387920,140793,231,231,231,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-11-14 08:10:05.176082+00:00,2020-08-17 18:30:00+00:00,2020-08-18 18:30:00+00:00,1699950098000,1699949405176,CUTOFF,"{""BOFI"":{""endTime"":1699948196221,""startTime"":1699947983574},""BOPI"":{""endTime"":1699947983574,""startTime"":1699947801478},""EOFI"":{""endTime"":1699949404886,""startTime"":1699948831856},""EOPI"":{""endTime"":1699948831856,""startTime"":1699948228091},""ACTIVE"":{""endTime"":1699948228091,""startTime"":1699948196221},""CLOSED"":{""endTime"":1699949404886,""startTime"":1699949404886},""INACTIVE"":{""endTime"":1699947801478,""startTime"":1699947801478}}",
1215552672295522977,140793,158,158,158,CLOSED,7463254804300335660,897846268663106726,4538061086482575544,,1970-01-01 00:00:00+00:00,2023-04-26 12:54:52.337898+00:00,2010-06-06 18:30:00+00:00,2010-06-07 18:30:00+00:00,1687936211000,1687774719485,,,
1230808510242675975,140793,18,18,18,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,,1970-01-01 00:00:00+00:00,2023-04-13 12:10:39.021223+00:00,2020-01-17 18:30:00+00:00,2020-01-18 18:30:00+00:00,1687936211000,1687774719649,,,
1257443657820808045,140793,22,22,22,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,,1970-01-01 00:00:00+00:00,2023-04-24 06:38:25.896412+00:00,2020-01-21 18:30:00+00:00,2020-01-22 18:30:00+00:00,1687936211000,1687774719837,,,
1281152104874179481,140793,222,222,222,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-11-12 04:30:20.222575+00:00,2020-08-08 18:30:00+00:00,2020-08-09 18:30:00+00:00,1699763747000,1699763420223,CUTOFF,"{""BOFI"":{""endTime"":1699762718424,""startTime"":1699762579744},""BOPI"":{""endTime"":1699762579744,""startTime"":1699762467368},""EOFI"":{""endTime"":1699763419913,""startTime"":1699762957518},""EOPI"":{""endTime"":1699762957518,""startTime"":1699762725088},""ACTIVE"":{""endTime"":1699762725088,""startTime"":1699762718424},""CLOSED"":{""endTime"":1699763419913,""startTime"":1699763419913},""INACTIVE"":{""endTime"":1699762467368,""startTime"":1699762467368}}",
1295014331814162267,140793,112,112,112,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,,1970-01-01 00:00:00+00:00,2023-05-22 08:53:13.074735+00:00,2010-04-21 18:30:00+00:00,2010-04-22 18:30:00+00:00,1687936211000,1687774720219,,,
1317740685809631426,140793,180,180,180,CLOSED,7940591464295992807,689510316990393175,3268689688417108647,"""null""",1970-01-01 00:00:00+00:00,2023-10-20 08:40:08.828934+00:00,2020-06-27 18:30:00+00:00,2020-06-28 18:30:00+00:00,1698242135000,1697791208829,CUTOFF,"{""BOFI"":{""endTime"":1697737435455,""startTime"":1697737215023},""BOPI"":{""endTime"":1697737215023,""startTime"":1697737078731},""EOFI"":{""endTime"":1697791208217,""startTime"":1697789011395},""EOPI"":{""endTime"":1697789011395,""startTime"":1697785500896},""ACTIVE"":{""endTime"":1697785500896,""startTime"":1697737435455},""CLOSED"":{""endTime"":1697791208217,""startTime"":1697791208217},""INACTIVE"":{""endTime"":1697737078731,""startTime"":1697737078731}}",
1364758942507115175,140793,245,245,245,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,"""null""",1970-01-01 00:00:00+00:00,2023-10-10 13:00:29.445417+00:00,2010-09-01 18:30:00+00:00,2010-09-02 18:30:00+00:00,1696943374000,1696942829446,CUTOFF,,
1381088549704779858,140793,226,226,226,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,"""null""",1970-01-01 00:00:00+00:00,2023-09-12 11:33:28.921420+00:00,2010-08-13 18:30:00+00:00,2010-08-14 18:30:00+00:00,1694518788000,1694518408922,CUTOFF,,
1439873816002854932,140793,275,275,275,CLOSED,3420597880821416136,7521749755515399948,4199102871259222691,,2022-08-18 10:48:59.543410+00:00,2023-05-31 05:07:48.030012+00:00,2020-09-30 18:30:00+00:00,2020-10-01 18:30:00+00:00,1687936211000,1687774721630,,,
1452118513483878664,140793,23,23,23,CLOSED,5379327319334137665,7158459355840076639,758182417509032721,,1970-01-01 00:00:00+00:00,2023-01-30 12:59:59.848945+00:00,2010-01-22 18:30:00+00:00,2010-01-23 18:30:00+00:00,1687936211000,1687774721818,,,
