ledgerid,coa_id,createdat,lastupdatedat,userid,accountingtype,currency,producttype,attrjson,creditlimit,overdraftlimit,state,debitors,ifi,sub_product_type,zeta_user_id,ifi_product_type,ah_id,ah_debitors,name,code,description,requestid,payload_hash,lastpostingid,lasttransactionid,lastreceipthash,currentbalance
2615876386142235188,,2023-04-19 11:26:59.127118+00:00,2023-04-19 11:26:59.127118+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""10"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""5252449422181252431"",""sourceAccountId"":""795c1baf-4cda-4289-b76c-a37d8df3f8d2"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""200000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230419112538748_532_April_Aion_refund_clearance_Cancellation_test_5252449422181252431"",""sourceTransactionDate"":""2023-04-19"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""march_loan_booking"",""interestAmountAsOnBookingDate"":""2080""}",,0,CLOSED,,140793,,,,50026720-be90-4902-933b-2932936e5561,"[""50026720-be90-4902-933b-2932936e5561""]",,,,795c1baf-4cda-4289-b76c-a37d8df3f8d2_1,86fecb722e7601ff4b95aac0ba118894,867421,20230419121241171_5_07a8bc90-a068-42bf-a934-d8045dc45fb8,Fi3Kzw==,0
2773360727874889106,,2023-04-23 07:06:38.082338+00:00,2023-04-23 07:06:38.082338+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""28"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""5252449422181252431"",""sourceAccountId"":""795c1baf-4cda-4289-b76c-a37d8df3f8d2"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""100001"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230423070604327_663_Aion_april23_2"",""sourceTransactionDate"":""2023-04-23"",""account.loan-book-date"":""2010-03-27"",""account.loan-value-date"":""2010-03-27"",""account.loan-account-name"":""Nov_loan_booking"",""interestAmountAsOnBookingDate"":""3219""}",,0,CLOSED,,140793,,,,50026720-be90-4902-933b-2932936e5561,"[""50026720-be90-4902-933b-2932936e5561""]",,,,test1_april23_2,403efb3f09a010d21b48b9ee2cbe319e,898408,20230624084313090_UpdateState_7d6c945f-97ab-4554-ba4f-f3e7785f36ee,dYFuLw==,27605
2953174940096785388,,2023-05-31 19:06:31.401439+00:00,2023-05-31 19:06:31.401439+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""6106882035030404123"",""sourceAccountId"":""fc4c3ce8-4cf1-4d62-89f6-eaca5df7aeb2"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230531190618429_1257_Req_clearance_1685559964"",""sourceTransactionDate"":""2023-06-01"",""account.loan-book-date"":""2010-05-08"",""account.loan-value-date"":""2010-05-08"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""8723""}",,0,CLOSED,,140793,,,,bbfbdb6b-bde2-430b-bc13-603b964ec9f7,"[""bbfbdb6b-bde2-430b-bc13-603b964ec9f7""]",,,,AIONloga_loan_process_343,9723a1ad66f1bf0970367f42abc14eb6,533864,20230624083847465_UpdateState_17c9c813-dbaa-4168-addc-cbb262be00c0,BW2SaQ==,243497
3154741017183767945,,2023-04-20 07:09:48.823570+00:00,2023-04-20 07:09:48.823570+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""billingDays"":""1"",""interestRate"":""10"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""5252449422181252431"",""sourceAccountId"":""795c1baf-4cda-4289-b76c-a37d8df3f8d2"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""200000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230419112538748_532_April_Aion_refund_clearance_Cancellation_test_5252449422181252431"",""sourceTransactionDate"":""2023-04-19"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""march_loan_booking"",""interestAmountAsOnBookingDate"":""2080""}",,0,CLOSED,,140793,,,,50026720-be90-4902-933b-2932936e5561,"[""50026720-be90-4902-933b-2932936e5561""]",,,,test_april20_1,11859415803aa7a1393bdf15f5e79a19,642219,20230624084430937_UpdateState_21b85222-a005-4ebc-98ab-04348b5b756e,0Jie3Q==,45290
3154937599461087223,,2023-03-15 09:31:21.698214+00:00,2023-03-15 09:31:21.698214+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""aura.coa-id"":""4035248022331589538"",""creditLimit"":""900000000"",""account.pd-id"":""2522743094697248881"",""account.pf-id"":""5431494089807464515"",""account.openDate"":""2010-03-19"",""account.provider"":""ruby"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""aura.parent-node-id"":""5431494089807464515"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",9223372036854775807,0,CLOSED,,140793,,,,c9b4a599-9d72-4fb7-aa52-dbbd636db1e3,"[""c9b4a599-9d72-4fb7-aa52-dbbd636db1e3""]",,,,A0wOvovFtlmvxZXJcpoGZhSqEI,d48a304b2d9f0ad161f9efef21fe6793,352047,20240117192821441_245_10824c1b-3cee-47cd-bb2c-a4bd4d805d18,+fki4g==,820647
3313300091982954416,,2023-04-25 17:23:08.015296+00:00,2023-04-25 17:23:08.015296+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""4145363875009265543"",""sourceAccountId"":""c9885f2f-bf13-468a-b57b-5f337b786023"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230425171915531_1243_Req_clearance_1682443150"",""sourceTransactionDate"":""2023-04-25"",""account.loan-book-date"":""2010-03-27"",""account.loan-value-date"":""2010-03-27"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""20719""}",,0,CLOSED,,140793,,,,caf56a45-cc11-4d01-ad1d-a81b59425825,"[""caf56a45-cc11-4d01-ad1d-a81b59425825""]",,,,AIONloga_loan_process_353,0369f7938c1ec96642abb8a21f0ed329,821374,20230624084251888_UpdateState_d8545ffb-cfaf-4865-a0c3-5ddb1794c5d3,yLleDA==,157068
2218291167061907345,,2023-04-19 10:47:19.144212+00:00,2023-04-19 10:47:19.144212+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""3477090597094803346"",""sourceAccountId"":""045b946a-b631-4b46-8355-e7fea33f3c2b"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""1000000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230419104704637_2116_Req_clearance_1681901218"",""sourceTransactionDate"":""2023-04-19"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""16895""}",,0,CLOSED,,140793,,,,adc15642-8f8d-4964-ba7f-871174d15ac2,"[""adc15642-8f8d-4964-ba7f-871174d15ac2""]",,,,AIONloga_loan_process_823,a13ba79cd36f8c09ed1cd489036e1a5a,244537,20230529165136405_930_0818c0fe-28eb-40d7-9692-01cd6272449c,y52Z7g==,0
2588417780288948577,,2023-05-02 10:10:49.689332+00:00,2023-05-02 10:10:49.689332+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""15.75"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""9165047187991512343"",""sourceAccountId"":""8ce5b7af-cf52-452a-83c8-2ac6b39c303d"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""600000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230502100901391_6321_EMI_00017"",""sourceTransactionDate"":""2023-05-02"",""account.loan-book-date"":""2010-03-28"",""account.loan-value-date"":""2010-03-28"",""account.loan-account-name"":""Emerald_Automation"",""interestAmountAsOnBookingDate"":""4698""}",,0,CLOSED,,140793,,,,395af85e-44be-4c90-9739-c644c8dddda2,"[""395af85e-44be-4c90-9739-c644c8dddda2""]",,,,1682243534846_0002,baa2ed65128d10f948138384ded04e81,418788,20230516095147583_1928_1219ba65-4b41-4b84-8d8d-a8b176ea11a4,aV4MMw==,344649
2610445462204426753,,2023-03-24 04:04:28.934295+00:00,2023-03-24 04:04:28.934295+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""aura.coa-id"":""4035248022331589538"",""creditLimit"":""10000000"",""account.pd-id"":""2522743094697248881"",""account.pf-id"":""5431494089807464515"",""account.openDate"":""2010-03-23"",""account.provider"":""ruby"",""issuance.location"":""TN"",""aura.parent-node-id"":""5431494089807464515"",""ruby.annual-fee.treatment"":""REGULAR""}",9223372036854775807,0,CLOSED,,140793,,,,b659dc51-cc0b-4ff0-884d-e8cdf12095a0,"[""b659dc51-cc0b-4ff0-884d-e8cdf12095a0""]",,,,416ff4ae-7826-41ac-8eef-8ce2ac6919ac,00da455c55a136740e009beb5e6d54b8,837806,20240117192802985_243_62c72113-0580-435b-99ca-bb9aa823eda6,1uyupA==,273581
2825380731807997481,,2023-04-25 17:15:04.586178+00:00,2023-04-25 17:15:04.586178+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""3114875475705939392"",""sourceAccountId"":""d1bea113-cfdb-44ca-9620-eb5625c64be4"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230425165630002_870_Req_clearance_1682441783"",""sourceTransactionDate"":""2023-04-25"",""account.loan-book-date"":""2010-03-27"",""account.loan-value-date"":""2010-03-27"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""20719""}",,0,CLOSED,,140793,,,,df4bac3a-ed6c-4a48-83dc-45a010044c12,"[""df4bac3a-ed6c-4a48-83dc-45a010044c12""]",,,,AIONloga_loan_process_350,32cdaaaba1146964e7a89681e8c91760,540734,20230624084259861_UpdateState_16bbe85d-9ad5-4710-8b32-e86ee79e78b4,rRKBQw==,157068
3280201323247193444,,2023-05-17 07:06:31.796535+00:00,2023-05-17 07:06:31.796535+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""3413432107773829814"",""sourceAccountId"":""970287c1-851d-495b-adc3-7a2c3dd6dc59"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230517070603191_3675_Req_clearance_1684307160"",""sourceTransactionDate"":""2023-05-17"",""account.loan-book-date"":""2010-04-14"",""account.loan-value-date"":""2010-04-14"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""8875""}",,0,CLOSED,,140793,,,,bae29e18-f0bf-417e-9aa1-49301532aa90,"[""bae29e18-f0bf-417e-9aa1-49301532aa90""]",,,,AIONloga_loan_process_417,36af75561c641ba53f63d70ab8fa5552,266521,20230519175205970_107_7e4a9096-e64d-4efb-b17e-7127c127a46f,GEU7vw==,0
3363674414911982546,,2023-04-23 06:23:10.973983+00:00,2023-04-23 06:23:10.973983+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""28"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""5252449422181252431"",""sourceAccountId"":""795c1baf-4cda-4289-b76c-a37d8df3f8d2"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""100001"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230423062038634_623_Aion_april23_1"",""sourceTransactionDate"":""2023-04-23"",""account.loan-book-date"":""2010-03-27"",""account.loan-value-date"":""2010-03-27"",""account.loan-account-name"":""Nov_loan_booking"",""interestAmountAsOnBookingDate"":""3219""}",,0,CLOSED,,140793,,,,50026720-be90-4902-933b-2932936e5561,"[""50026720-be90-4902-933b-2932936e5561""]",,,,test1_april23_1,6e98b2d4904362409f55e68912f9b1f7,242016,20230624084338058_UpdateState_7721044b-fc11-407b-963c-8710afeefdce,MwQ7qQ==,27605
3748641405117394687,,2023-04-19 10:31:45.082100+00:00,2023-04-19 10:31:45.082100+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""10"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""4177063900467105365"",""sourceAccountId"":""8e3316c0-4d1d-49c8-8785-643de64089b5"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""1998000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230419103121716_55_1681900271952"",""sourceTransactionDate"":""2023-04-19"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""Emerald_Automation"",""interestAmountAsOnBookingDate"":""24335""}",,0,CLOSED,,140793,,,,c1ca7171-2b9f-4618-830b-2eb7be87c0df,"[""c1ca7171-2b9f-4618-830b-2eb7be87c0df""]",,,,1681900283978,83020a9a0223b30c0139f5a271070e87,804730,20230624084510218_UpdateState_e7333025-2b97-4f0a-8403-76181995cdce,8/J9/w==,668858
3906905973901745643,,2023-04-27 10:44:28.845839+00:00,2023-04-27 10:44:28.845839+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""28"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""5252449422181252431"",""sourceAccountId"":""795c1baf-4cda-4289-b76c-a37d8df3f8d2"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""100001"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230427103922397_37_Aion_april26_2"",""sourceTransactionDate"":""2023-04-27"",""account.loan-book-date"":""2010-03-28"",""account.loan-value-date"":""2010-03-28"",""account.loan-account-name"":""Nov_loan_booking"",""interestAmountAsOnBookingDate"":""3141""}",,0,CLOSED,,140793,,,,50026720-be90-4902-933b-2932936e5561,"[""50026720-be90-4902-933b-2932936e5561""]",,,,test1_april27_8,67f2bc39368bf696b3ddcca85b1536f2,915456,20230624084248658_UpdateState_e1c86d71-3f71-4e1a-ac2c-2ed618da6b47,Co+AtQ==,27604
3924282636561169889,,2023-04-21 07:55:11.240665+00:00,2023-04-21 07:55:11.240665+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""25.75"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""2727179792070245734"",""sourceAccountId"":""2f02f288-7fdb-41da-921a-c33e002732d5"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230421073457395_2005_EMI_0010"",""sourceTransactionDate"":""2023-04-21"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""Emerald_Automation"",""interestAmountAsOnBookingDate"":""8279""}",,0,CLOSED,,140793,,,,395af85e-44be-4c90-9739-c644c8dddda2,"[""395af85e-44be-4c90-9739-c644c8dddda2""]",,,,1681910114612_021,7dced704b9eb8943db9e819afddcf39e,282218,20230531160927564_2962_7ba8641b-3c8f-48fa-83a5-b3c3f604e509,TOHZuA==,0
4040110858554956938,,2023-03-15 10:32:45.579556+00:00,2023-03-15 10:32:45.579556+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""aura.coa-id"":""4035248022331589538"",""creditLimit"":""900000000"",""account.pd-id"":""2522743094697248881"",""account.pf-id"":""5431494089807464515"",""account.openDate"":""2010-03-19"",""account.provider"":""ruby"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""aura.parent-node-id"":""5431494089807464515"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",9223372036854775807,0,CLOSED,,140793,,,,c9b4a599-9d72-4fb7-aa52-dbbd636db1e3,"[""c9b4a599-9d72-4fb7-aa52-dbbd636db1e3""]",,,,ITzx0Zybomvjm0L1ATvsHwDSBg,0bb853d1e55baebc4ab9dc92a99a96d7,670992,20230405112743554_UpdateState_26511ed2-0c7f-4915-b653-91d309dbd6a3,UxnNyw==,2256432
4085216833355618585,,2023-04-25 17:03:48.591603+00:00,2023-04-25 17:03:48.591603+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""6180990962468723529"",""sourceAccountId"":""59b0ec0d-41d2-4ad8-a425-2c95b7af5796"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230425164415854_839_Req_clearance_1682441055"",""sourceTransactionDate"":""2023-04-25"",""account.loan-book-date"":""2010-03-27"",""account.loan-value-date"":""2010-03-27"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""20719""}",,0,CLOSED,,140793,,,,df4bac3a-ed6c-4a48-83dc-45a010044c12,"[""df4bac3a-ed6c-4a48-83dc-45a010044c12""]",,,,AIONloga_loan_process_349,46977cfb8a85591600daecc5ce9e3818,396379,20230427064531430_UpdateState_48daedf2-d9ca-42e0-b671-56f8cc05d976,VAKo0Q==,500000
4199408134091336240,,2023-04-14 10:15:02.953244+00:00,2023-04-14 10:15:02.953244+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""2682971430120293289"",""sourceAccountId"":""188fffd8-e9d1-47a6-ae5c-6a5c2fd0113e"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""10099700"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230414101211542_1341_Req_clearance_1681467124"",""sourceTransactionDate"":""2023-04-14"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""477753""}",,0,CLOSED,,140793,,,,dccff49a-1a19-40c0-9e92-d767cef08d56,"[""dccff49a-1a19-40c0-9e92-d767cef08d56""]",,,,AIONloga_loan_process_0017,7f85219f000bed7b6d59ee2af2af954a,309213,20230624084614367_UpdateState_4b3e427a-7bc6-41af-a9de-fcfe62757212,zAzNyQ==,3998403
4299100338639815994,,2023-03-13 12:51:06.175129+00:00,2023-03-13 12:51:06.175129+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""aura.coa-id"":""4035248022331589538"",""creditLimit"":""900000000"",""account.pd-id"":""2522743094697248881"",""account.pf-id"":""5431494089807464515"",""account.openDate"":""2010-03-07"",""account.provider"":""ruby"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""aura.parent-node-id"":""5431494089807464515"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",9223372036854775807,0,CLOSED,,140793,,,,fbd73196-2e72-411e-a24d-e8594309c885,"[""fbd73196-2e72-411e-a24d-e8594309c885""]",,,,uys4idwB5pnKBDGHaucE8Upw0j,23af9879bc5943e1032b7521821485b6,852443,20230405112816525_UpdateState_0dc7d3f2-e7c7-4127-bb7b-d91378512769,9qszxA==,-7829507
4366314244615267722,,2023-04-19 10:48:38.469664+00:00,2023-04-19 10:48:38.469664+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""857755846892989319"",""sourceAccountId"":""98816bcc-aeca-4a70-b8fd-dfcbbc76ffd5"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""1000000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230419104820233_256_Req_clearance_1681901297"",""sourceTransactionDate"":""2023-04-19"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""16895""}",,0,CLOSED,,140793,,,,c1432513-76c3-4712-82f4-4b13270fbd93,"[""c1432513-76c3-4712-82f4-4b13270fbd93""]",,,,AIONloga_loan_process_575,68729153a4e3befe1e58c884d8c20aea,461280,20230529165131180_922_68d8f0a8-1b7f-45fe-a43e-1ea6ad27384a,IHZPfQ==,0
3603958237004079598,,2023-04-21 10:03:39.321414+00:00,2023-04-21 10:03:39.321414+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""25.75"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""5419654532251029387"",""sourceAccountId"":""ddf1af35-3fb8-49f1-b500-37b819d52e70"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230421100258064_1_EMI_0014"",""sourceTransactionDate"":""2023-04-21"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""Emerald_Automation"",""interestAmountAsOnBookingDate"":""8279""}",,0,CLOSED,,140793,,,,395af85e-44be-4c90-9739-c644c8dddda2,"[""395af85e-44be-4c90-9739-c644c8dddda2""]",,,,1681910114612_026,21348b7b695ff0bdc729bcaff4e3381e,739134,20230531160919103_2956_8b5b0606-0c5e-491e-90f7-d304264bef9c,n3kFLg==,0
3851381308285479053,,2023-04-27 12:55:56.221739+00:00,2023-04-27 12:55:56.221739+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""6663376895905319469"",""sourceAccountId"":""8a362c3d-7321-4588-b51f-3ccdbfe9d54e"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230427112727125_320_Req_clearance_1682594846"",""sourceTransactionDate"":""2023-04-27"",""account.loan-book-date"":""2010-03-28"",""account.loan-value-date"":""2010-03-28"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""8447""}",,0,CLOSED,,140793,,,,81d63b45-f02d-407b-9df6-b6ade3687bbe,"[""81d63b45-f02d-407b-9df6-b6ade3687bbe""]",,,,AIONloga_loan_process_240,81806ca7b804531bb7ef10c930b4bd9b,830862,20230507124528499_UpdateState_7385cbe0-3c10-47c6-8c11-fb8a5f462f20,LQDRrw==,422621
