tenant_id,coa_id,product_id,ledger_id,account_id,transaction_id,request_id,amount_paid,posting_category_attributions,remarks,transaction_time,state,created_at,created_by,updated_at,updated_by,id,status,payment_mode,channel_code,external_reference_number,repayment_attributes,reject_attributes,reversal_attributes,reject_reason_code,reversal_reason_code,repayment_book_time,repayment_value_time,reversal_book_time,reversal_value_time,reject_book_time,reject_value_time,state_transition,reversal_remarks,_load_ts_ms,cdc_op,cdc_source_ts_ms
600309,,,,e9d6621f-f0ff-473e-8257-83d708dc310f,,testing-dfgsdfg-112AWZEA31qm17,"{""amount"":700,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-10 11:07:33.726017+00:00,,2023-12-10 11:09:59.198442+00:00,,ce4fdbbd-2d5f-4fb9-9c41-8fb39eebad4e,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-04 07:00:00+00:00,2006-05-04 07:00:00+00:00,2006-05-04 07:00:00+00:00,2006-05-04 07:00:00+00:00,,,,,1702639194000,r,1702634283736
600309,,,,fee23a0e-4ac5-467b-91c3-41ac190155a0,,TEST_1701238867,"{""amount"":205900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-08 09:52:25.218845+00:00,,2023-12-12 11:11:29.224960+00:00,,43d96091-1a3c-4a32-972d-543509cc5f61,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-03 07:00:00+00:00,2006-05-03 07:00:00+00:00,2006-05-08 07:00:00+00:00,2006-05-08 07:00:00+00:00,,,,,1702639194000,r,1702634283844
600309,,,,35fd3289-0e14-4e4a-9ce9-3c668cb1d68d,,TEST_1702352211,"{""amount"":9900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-12 13:26:41.901821+00:00,,2023-12-12 13:31:01.543314+00:00,,b19c32a0-fa11-49ca-bb75-6c106bf6a33b,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-08 07:00:00+00:00,2006-05-08 07:00:00+00:00,2006-05-08 07:00:00+00:00,2006-05-08 07:00:00+00:00,,,,,1702639194000,r,1702634283845
600309,,,,4c805fd0-438c-4a74-9b2c-8a25d108dcb1,,TEST_1702352220,"{""amount"":6000,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-12 10:31:47.443951+00:00,,2023-12-12 10:38:49.203643+00:00,,cc3243b9-cd6b-483a-b565-85a41e5dbe12,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-08 07:00:00+00:00,2006-05-08 07:00:00+00:00,2006-05-08 07:00:00+00:00,2006-05-08 07:00:00+00:00,,,,,1702639194000,r,1702634283845
600309,,,,8edb9ef8-e5b4-4afa-84da-dabcbbbeae4b,,TEST_1702352206,"{""amount"":3700,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-12 07:37:10.049364+00:00,,2023-12-12 10:16:00.111506+00:00,,d0436c6a-e4ce-49d0-8879-f2582573f90b,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-08 07:00:00+00:00,2006-05-06 07:00:00+00:00,2006-05-08 07:00:00+00:00,2006-05-08 07:00:00+00:00,,,,,1702639194000,r,1702634283845
600309,,,,cb6e12ce-5d18-451e-9258-a3e59f2e1b41,,TEST_1701238839,"{""amount"":159362,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-01 08:26:43.588067+00:00,,2023-12-01 08:26:52.724625+00:00,,359d0ec6-69b9-468f-bece-f06b93d01728,REPAYMENT_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","""null""",,,2006-04-24 07:00:00+00:00,2006-04-22 07:00:00+00:00,,,,,,,1702639194000,r,1702634283897
600309,,,,98b458dd-1d87-4e82-99ad-5781dd3e0b32,,TEST_1701238837,"{""amount"":7600,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-01 07:21:05.176016+00:00,,2023-12-01 07:28:34.346936+00:00,,cd4cffdd-ed1d-4233-a8f0-384ae51c9506,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-24 07:00:00+00:00,2006-04-24 07:00:00+00:00,2006-04-24 07:00:00+00:00,2006-04-24 07:00:00+00:00,,,,,1702639194000,r,1702634283897
600309,,,,e4125468-1094-4938-a021-0c735f2d817a,,TEST_1701238884,"{""amount"":55900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-11 07:46:50.685992+00:00,,2023-12-11 07:53:37.878058+00:00,,5db851e1-1aab-499b-96b5-2948a0658532,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-05 07:00:00+00:00,2006-05-02 07:00:00+00:00,2006-05-05 07:00:00+00:00,2006-05-05 07:00:00+00:00,,,,,1702639194000,r,1702634283935
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,TEST1234qxqd,"{""amount"":1000,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-20 12:27:17.736162+00:00,,2023-11-21 13:16:42.292887+00:00,,30ecc7b3-0fa7-4bbd-83e6-f88718715e4e,REVERSAL_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-02 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-04-08 07:00:00+00:00,2006-04-08 07:00:00+00:00,,,,,1702639194000,r,1702634283988
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,abhi-46,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-10 13:33:52.353589+00:00,,2023-11-10 13:33:53.409938+00:00,,5d649a45-01df-4008-9033-122c40ebee9f,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-03-15 08:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284010
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,abhi-43,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-10 13:03:27.054973+00:00,,2023-11-10 13:03:30.253590+00:00,,8c57d246-65c7-4e37-b113-db8d98fbb62a,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-03-15 08:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284010
600309,,,,87033268-1613-4c7a-9fe6-c691e0abbdb3,,TEST_2,"{""amount"":100,""currency"":""USD""}",,Repayment for Mar 2006 Statement,,,2023-11-24 13:34:34.000007+00:00,,2023-11-24 14:05:58.048441+00:00,,64645022-00a5-473a-853e-be34a62646c1,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-04-11 07:00:00+00:00,2006-04-11 07:00:00+00:00,,,,,,,1702639194000,r,1702634284073
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,abhi-99,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-13 06:17:22.060789+00:00,,2023-11-13 06:17:22.060789+00:00,,61af90f2-87f1-401f-ba77-b5442e27925c,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-03-15 08:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284094
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,abhi-111,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-13 12:14:56.395393+00:00,,2023-11-13 12:14:57.575872+00:00,,85cd32a4-11bf-43fd-b5a5-61ab034e341d,REPAYMENT_FAILED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-03-16 08:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284095
600309,,,,9504cfca-d58a-4993-826a-d539d8eb52e9,,TEST_1702352213,"{""amount"":6000,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-13 11:20:08.820650+00:00,,2023-12-13 11:25:29.188233+00:00,,e7717968-a0dd-440e-85da-f7e47f8682ab,REPAYMENT_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","""null""",,,2006-05-10 07:00:00+00:00,2006-05-10 07:00:00+00:00,,,,,,,1702639194000,r,1702634284117
600309,,,,738ab054-a5a6-4f76-a766-47a915defb96,,TEST_1701238847,"{""amount"":20628,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-05 07:36:13.889995+00:00,,2023-12-05 07:37:53.626244+00:00,,d1349dda-2db8-40e6-9f1a-0e790ea30ee4,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2023-03-17 07:00:00+00:00,2023-03-17 07:00:00+00:00,2023-03-17 07:00:00+00:00,2023-03-17 07:00:00+00:00,,,,,1702639194000,r,1702634284137
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,TEST1231,"{""amount"":1000,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-15 11:01:14.566163+00:00,,2023-11-15 13:25:46.970905+00:00,,967bff36-08c7-4c7f-a169-ede76db73050,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""testREVERSAL1""}",,Incorrect Amount,2006-03-22 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-03-22 08:00:00+00:00,2006-03-22 08:00:00+00:00,,,,,1702639194000,r,1702634284188
600309,,,,a2526d17-1f7a-41fb-a036-8c388559b84a,,testing-dfgsdfg-112AWZEA31qm9,"{""amount"":400,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-04 10:09:07.354056+00:00,,2023-12-04 10:09:13.961049+00:00,,85adc659-754d-4807-940e-d660b164e410,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,,,,,,,1702639194000,r,1702634284237
600309,,,,a2526d17-1f7a-41fb-a036-8c388559b84a,,testing-dfgsdfg-112AWZEA31qm8,"{""amount"":400,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-04 09:53:19.769601+00:00,,2023-12-04 10:00:22.019036+00:00,,aacd0cdd-d68e-485b-b1e8-b5e9c3eb5fa4,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,,,,,1702639194000,r,1702634284237
600309,,,,5796381e-2970-4731-9e53-cb8fe6a4db83,,QAtesting1thanks5,"{""amount"":500,""currency"":""INR""}",,Repayment for Jan 2023 Statement2,,,2023-12-04 10:23:59.555994+00:00,,2023-12-04 11:14:59.910353+00:00,,b39c457b-5a43-4e7a-825c-3d0f10a9ed2b,REJECTION_FAILED,CHEQUE,TURBO,PGBD2702202311012231,"""null""","{""chequedate"":""DD-MM-YYYY"",""instrumentReferenceNo"":""999999""}","""null""",CHEQUE_RETURN_WITH_FEE,,,,,,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,,,1702639194000,r,1702634284238
600309,,,,4c14b3da-e855-4ea7-82ae-e23a4345c970,,TEST_1701238842,"{""amount"":109362,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-04 12:19:22.875887+00:00,,2023-12-04 12:26:36.905539+00:00,,ccdac534-bb09-44af-a834-ef68166a34a1,REVERSAL_PROCESSING,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-25 07:00:00+00:00,2006-04-23 07:00:00+00:00,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,,,,,1702639194000,r,1702634284238
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,bb1a7185-25c6-4185-Nov-14-3,"{""amount"":1000,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-14 10:00:55.471658+00:00,,2023-11-14 11:51:55.181682+00:00,,29bdf210-8486-405c-b4c6-1410b9f0f49a,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,,,,,1702639194000,r,1702634284260
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,bb1a7185-25c6-4185-Nov-14-6,"{""amount"":1000,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-14 13:09:04.413381+00:00,,2023-11-14 13:09:43.992479+00:00,,aa20ef65-1ae3-4a4d-abe3-f4fb57945e4f,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,,,,,1702639194000,r,1702634284261
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,bb1a7185-25c6-4185-Nov-14-4,"{""amount"":1000,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-14 11:53:01.977084+00:00,,2023-11-14 11:54:51.308122+00:00,,b86f77c8-fc93-47c7-bfad-1ead2901548d,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,,,,,1702639194000,r,1702634284262
600309,,,,7ceb5466-2c87-46fc-af09-bb90cb0bf2b2,,TEST_1701238858,"{""amount"":151270,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-07 07:40:40.900430+00:00,,2023-12-07 15:32:27.604148+00:00,,0a6c6333-f9fa-4220-ab20-206a3bab041f,REPAYMENT_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","""null""",,,2006-05-01 07:00:00+00:00,2006-05-01 07:00:00+00:00,,,,,,,1702639194000,r,1702634284289
600309,,,,9dbc95fe-d8b4-4529-ac7a-3bf0b566eb19,,TEST_1701238855,"{""amount"":55900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-07 05:56:41.182496+00:00,,2023-12-07 06:21:06.591162+00:00,,7de21a7a-d634-4869-ae72-a77ed714006a,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-01 07:00:00+00:00,2006-04-29 07:00:00+00:00,2006-05-01 07:00:00+00:00,2006-05-01 07:00:00+00:00,,,,,1702639194000,r,1702634284290
600309,,,,dc2a6f52-b102-43ab-8822-6e68b820c6c4,,TEST_1701238845,"{""amount"":159362,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-04 15:40:56.053821+00:00,,2023-12-06 04:40:36.845931+00:00,,6a668fda-1ff5-4290-91aa-71b90398f464,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-25 07:00:00+00:00,2006-04-23 07:00:00+00:00,2006-04-26 07:00:00+00:00,2006-04-26 07:00:00+00:00,,,,,1702639194000,r,1702634284352
600309,,,,d3bea005-ae04-467a-b0e4-10b6efdb3b24,,TEST_1701238853,"{""amount"":158900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-06 08:47:20.586585+00:00,,2023-12-06 09:56:14.294551+00:00,,86e94643-9f57-44c2-8bec-df24d9fa83af,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-29 07:00:00+00:00,2006-04-27 07:00:00+00:00,2006-04-29 07:00:00+00:00,2006-04-29 07:00:00+00:00,,,,,1702639194000,r,1702634284352
600309,,,,c4d453de-c62e-4703-bb7c-1d051fa323c3,,TEST_1701238872,"{""amount"":155900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-08 11:29:35.697221+00:00,,2023-12-08 13:05:03.132987+00:00,,904c4644-504d-4184-bf09-bb810d220bbf,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-03 07:00:00+00:00,2006-05-03 07:00:00+00:00,2006-05-03 07:00:00+00:00,2006-05-03 07:00:00+00:00,,,,,1702639194000,r,1702634284421
600309,,,,41077512-6537-45e3-bc89-0242dc10496e,,TEST_1701238870,"{""amount"":105900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-08 11:13:24.265702+00:00,,2023-12-08 11:14:07.746744+00:00,,bba37efb-df0a-452f-b813-fe1f5db15703,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-03 07:00:00+00:00,2006-05-03 07:00:00+00:00,2006-05-03 07:00:00+00:00,2006-05-03 07:00:00+00:00,,,,,1702639194000,r,1702634284421
600309,,,,327e4af0-36b4-4233-9201-1744ae887319,,TEST_1701238863,"{""amount"":155900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-08 08:11:04.517773+00:00,,2023-12-08 08:11:11.115578+00:00,,d832a342-4acf-463b-afa7-9916d0c35a59,REPAYMENT_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","""null""",,,2006-05-02 07:00:00+00:00,2006-05-02 07:00:00+00:00,,,,,,,1702639194000,r,1702634284422
600309,,,,6eb2552a-bde0-4974-9e1e-c43817da195f,,random-test-78,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-29 12:01:41.422069+00:00,,2023-11-29 12:47:52.990945+00:00,,9123f4cd-90a6-4324-9b65-d89f7b2e6b18,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-04-18 07:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284488
600309,,,,466e2a78-b657-4fa3-8c3b-d1d17c1b006d,,TEST_1701238829,"{""amount"":200000,""currency"":""USD""}",,Repayment Reversals testing,,,2023-11-29 06:20:30.382853+00:00,,2023-11-29 14:39:51.704509+00:00,,b08b40ed-1570-407a-a3ba-29f484f62305,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-16 07:00:00+00:00,2006-04-15 07:00:00+00:00,2006-04-16 07:00:00+00:00,2006-04-16 07:00:00+00:00,,,,,1702639194000,r,1702634284488
600309,,,,edac6028-9de3-4a61-b30e-8ccd87b56dd1,,testing-dfgsdfg-112AWZEA31qm25,"{""amount"":700,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-18 07:33:02.517695+00:00,,2023-12-18 07:33:02.517695+00:00,,469d34ff-1e48-4e75-b25c-9556415ed51e,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-05-14 07:00:00+00:00,2006-05-14 07:00:00+00:00,,,,,,,1702885191000,c,1702884782519
600309,,,,c93f978d-7487-48c6-9313-9340ca2a8f6b,,TEST_1702537804,"{""amount"":155900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-19 05:21:42.525225+00:00,,2023-12-22 08:46:51.901578+00:00,,d27d6f39-44b7-42c7-9c86-cb7e8ef83cbc,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-14 07:00:00+00:00,2006-05-14 07:00:00+00:00,2006-05-21 07:00:00+00:00,2006-05-21 07:00:00+00:00,,,,,1703235016000,u,1703234811902
600309,,,,42b41608-cb18-4621-b239-e887e3ab6609,,bb1a7185-25c6-4185-Nov-14-1704278369,"{""amount"":25308,""currency"":""USD""}",,Repayment for Jan 2023 Statement,,,2024-01-03 10:39:29.500620+00:00,,2024-01-03 10:39:37.513380+00:00,,c9221f54-78d8-4014-ab57-93cc6c0bbad6,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2023-02-18 08:00:00+00:00,2023-02-18 08:00:00+00:00,,,,,,,1704278614000,u,1704278377513
600309,,,,38e0d9bc-5874-493e-9adf-29f0b6f2dd8e,,bb1a7185-25c6-4185-Nov-14-1704278425,"{""amount"":25308,""currency"":""USD""}",,Repayment for Jan 2023 Statement,,,2024-01-03 10:40:26.073602+00:00,,2024-01-03 10:40:32.025210+00:00,,03f0a845-45e4-4ad8-ad44-7fec0b548229,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2023-02-18 08:00:00+00:00,2023-02-18 08:00:00+00:00,,,,,,,1704278986000,u,1704278432025
600309,,,,697feb06-62a0-43ec-ac90-ad9b3d8a04b8,,bb1a7185-25c6-4185-Nov-14-1704297436,"{""amount"":30000,""currency"":""USD""}",,Repayment for Jan 2023 Statement,,,2024-01-03 15:57:17.239622+00:00,,2024-01-03 15:58:17.627436+00:00,,97447b26-dfa1-4940-9778-f5028a363d17,REVERSAL_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2023-02-20 08:00:00+00:00,2023-02-20 08:00:00+00:00,2023-02-20 08:00:00+00:00,2023-02-20 08:00:00+00:00,,,,,1704298009000,u,1704297497628
600309,,,,4260eb6a-e84c-42e9-802c-6403f856f371,,QAtesting31_1704299341,"{""amount"":500,""currency"":""INR""}",,Repayment for Jan 2023 Statement2,,,2024-01-03 16:29:01.380329+00:00,,2024-01-03 16:29:01.380329+00:00,,9a284437-8aec-49bd-8a86-34d508ed5c85,REJECTION_PROCESSING,CHEQUE,TURBO,PGBD2702202311012231,"""null""","{""chequedate"":""DD-MM-YYYY"",""instrumentReferenceNo"":""999999""}","""null""",CHEQUE_RETURN_WITH_FEE,,,,,,2023-02-20 08:00:00+00:00,2023-02-20 08:00:00+00:00,,,1704299847000,c,1704299341381
600309,,,,17008e31-13c3-4e8d-ba73-b79857c42b35,,testing-dfgsdfg-12AWZEA31qm28,"{""amount"":100,""currency"":""INR""}",,Repayment reversal testing,,,2024-01-03 09:48:37.928328+00:00,,2024-01-03 17:10:33.184919+00:00,,652c60a9-861d-4fe3-a7b9-6355039a1457,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-05-31 07:00:00+00:00,2006-05-31 07:00:00+00:00,,,,,,,1704302086000,u,1704301833186
600309,,,,6eb2552a-bde0-4974-9e1e-c43817da195f,,TEST_12345,"{""amount"":23700,""currency"":""USD""}",,Repayment Reversals testing,,,2023-11-28 08:11:24.143808+00:00,,2024-01-04 11:27:17.786374+00:00,,dcfe93c1-b3dd-445e-aff5-3126cc8a3d81,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-15 07:00:00+00:00,2006-03-28 08:00:00+00:00,2006-04-15 07:00:00+00:00,2006-04-15 07:00:00+00:00,,,,,1704367912000,u,1704367637789
600309,2370064926097695837,6815839965299306725,7292072290782778083,1a4d2f67-7c8e-40ff-9289-585b679da22d,20240108140621553_610_AUTO-123458323455,AUTO-123458323455,"{""amount"":20000,""currency"":""INR""}","{""rePayments"":{""value"":0,""recordType"":""CREDIT"",""categoryCode"":""rePayments""},""PendingAllocation"":{""value"":20000,""recordType"":""CREDIT"",""categoryCode"":""PendingAllocation""},""InterestFreeUnbilled"":{""value"":20000,""recordType"":""CREDIT"",""categoryCode"":""InterestFreeUnbilled""}}",,2024-01-08 14:06:21.836000+00:00,SUCCESS,2024-01-08 14:06:21.854156+00:00,,2024-01-08 14:06:21.854156+00:00,,6cb52002-5fde-4d36-84f3-bd05812d5d65,REPAYMENT_PROCESSED,,,,"[{""key"":""Test"",""value"":""TestValue""},{""key"":""repaymentMode"",""value"":""PG_UPI""}]",,,,,2024-01-08 14:06:21.836000+00:00,2024-01-08 14:06:21.836000+00:00,,,,,,,1704723274000,c,1704722781854
600309,,,,9638c618-65c5-4bd1-a8cb-f56a025a2b67,,bb1a7185-25c6-4185-Nov-15-1704807904,"{""amount"":10200,""currency"":""USD""}",,Repayment for Jan 2023 Statement,,,2024-01-09 13:45:05.190045+00:00,,2024-01-09 13:45:22.090568+00:00,,61378f13-9845-4999-a55e-b1617bcbf8d9,REVERSAL_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-07-08 07:00:00+00:00,2006-07-08 07:00:00+00:00,2006-07-08 07:00:00+00:00,2006-07-08 07:00:00+00:00,,,,,1704808413000,u,1704807922092
600309,2370064926097695837,6815839965299306725,7292072290782778083,1a4d2f67-7c8e-40ff-9289-585b679da22d,20240109163001131_92_AUTO-12345832348981,AUTO-12345832348981,"{""amount"":738600,""currency"":""INR""}","{""rePayments"":{""value"":0,""recordType"":""CREDIT"",""categoryCode"":""rePayments""},""PendingAllocation"":{""value"":738600,""recordType"":""CREDIT"",""categoryCode"":""PendingAllocation""},""InterestFreeUnbilled"":{""value"":738600,""recordType"":""CREDIT"",""categoryCode"":""InterestFreeUnbilled""}}",,2024-01-09 16:30:02.357000+00:00,SUCCESS,2024-01-09 16:30:02.461225+00:00,,2024-01-09 16:30:02.461225+00:00,,f0d4f667-87d8-4b03-88b8-501725661ff7,REPAYMENT_PROCESSED,,,,"[{""key"":""Test"",""value"":""TestValue""},{""key"":""repaymentMode"",""value"":""PG_UPI""}]",,,,,2024-01-09 16:30:02.357000+00:00,2024-01-09 16:30:02.357000+00:00,,,,,,,1704818210000,c,1704817802461
